Have you been furloughed?,"Overall, are you finding being furloughed a positive experience?","That's great to hear, can you tell me why you're enjoying it?","Are you now working as part of a scaled back team, whilst your colleagues are furloughed?","Overall, are you finding being part of scaled-back, caretaker team a positive experience?","I'm sorry to hear that, can you tell me why it's not a positive experience?",Have you learned anything new about yourself?,What would help you most right now?,"That's really good to hear, why do you think that is?",Submitted At,Token
TRUE,FALSE,,,,My boss rang and told me to stop working from home so that he could get government help. No official announcement of being furloughed and no advice of whether he will top up our wages. I feel in limbo.,,To know whether I will get a full wage whilst our office is closed,,4/10/2020 20:23:51,h01gmbi8cdnwi6luh01g0p2w2b8fois6
FALSE,,,FALSE,,,,,,4/10/2020 23:07:29,t766q33rgbidxjjyrt766qqas5gxwdfv
FALSE,,,FALSE,,,,,,4/11/2020 7:23:10,qkqho28swjbm5x8phlauqkqhoygg6cyx
FALSE,,,FALSE,,,,,,4/11/2020 10:21:33,0yrd2q8dm95jpwe62f0yrd2a8d9akb5v
TRUE,TRUE,"Because my wife and I are finding plenty to do around the house both together and individually. We are enjoying each other’s company. For once time, or a lack of it, isn’t an issue.",,,,That I could really enjoy retirement.,,,4/11/2020 12:40:01,piq5yc0ls6i4ftz9cbpiqpae5q182ga3
TRUE,TRUE,"Although being stuck at home is a little tedious as I like to get out, its given me and my family a time to reflect, get lots of things done around the house in terms of deep cleans and diy projects that have been on hold. Mentally with me and my partners anxiety it has been tough as routines are out of the window and these supply a good source of structure which generally keep us sane. There has been opportunities for voluntary work, however with my partners anxiety around sickness, this would make things worse at home from a mental health point of view. On the whole though, its taught us to communicate more with people we care for and love, where normally this is something we would probably take for granted and not do as much. For me personally a good opportunity to focus on my health, losing weight and improving my mobility with exercise, which s far is going very well.",,,,"Ive learnt that I can do anything if I need to, its having the self motivation. I have discovered more of this while being off and has helped me drive to get things done that I have been putting off for a while such as home projects and personal improvement projects regarding my health. I feel more positive and feel I have some improved clarity about my self worth and belief and can use this to move forward.",,,4/11/2020 12:43:37,r8kodqc0ytiyf0d5p9dr8koq7zoki2qx
TRUE,FALSE,,,,I was one of only two people to be furloughed in the entire company.,,Help finding a new job,,4/12/2020 18:26:37,9qr3fd1zui43kuk9qr3fd5okmjrytlp1
FALSE,,,TRUE,FALSE,I work on my customers site and they are very slow to communicate their strategy with creating unease in our caretaker team,,A little understanding and better communication from our client,,4/13/2020 6:25:58,9mf9ottw6synx5qf5asu9mf9ojgi0imf
FALSE,,,TRUE,FALSE,"fighting for survival, increased pessimism, company owners desperate/emotional, unsure as to what the future looks like",,a sabbatical to spend more time with my partner,,4/15/2020 17:18:39,p8b3fxe70ds896wd44ekapgyp8b3fx6x
FALSE,,,TRUE,TRUE,,,,It feels as if you’re being shown recognition for your hard work and commitment. I also believe it is a great time to  reflect as it can get rather lonely.,4/15/2020 20:38:32,7vfvpfmpzl4vupxg7vfvinogtwbgmnnk
TRUE,TRUE,I am playing with my kids every day and getting paid for it. It's lovely,,,,Slightly curious whether I want to ever come back or just run a tiny school forever but I guess my kids will outgrow my amateur educational attempts pretty soon,,,4/15/2020 21:07:38,31m8r00nk7muz9hs31m8re75jfeujamq
TRUE,TRUE,"Quality time with hubby and having time to catch up with odd jobs, and seem to speak more regularly to family on phone than we did face to face before",,,,"Given time off work has allowed me to do more for others. I recognise myself as a more generous person who wants to help the community, something I hadn’t ever contemplated before.",,,4/15/2020 21:21:04,qyz8cxz66e5sxmmyqyz8xdipp0sxtr9b
TRUE,FALSE,,,,"Taking an 20% pay cut was not exactly part of my financial plan! Would much rather not be losing out on such a large cut of money at this point in my career. While I'm glad I haven't lost my job, I can't call this positive.",,Would love a more concrete date for when work will return to normal! I appreciate that's not easy,,4/15/2020 21:33:15,o2qc6ze8s09wywjd4rsoo2qc1fekuoxp
TRUE,TRUE,It has given me valuable time with my family and allowed me to continue with my studies. I am also renovating my house so I have been able to tackle jobs that I haven't had time to do when working full time.,,,,"I have learnt that I do have to have a structure in my day so I plan each day, even if it's just to walk the dog. I have also realised that I only need simple pleasures to be happy, for example, my family, walking the dog and appreciating my surroundings, the sunshine and I keeping in touch with all my friends.",,,4/15/2020 21:39:07,5243o6ybcpmwc5gfj45243oyc9ul6hrj
TRUE,TRUE,Making the most of quality time with family which generally is very limited!,,,,How to be more patient,,,4/15/2020 21:58:56,ajc0ir9n6tedd4bh0ajc0ivr7gyyruup
TRUE,TRUE,I am spending valuable time with my family without the financial stress or the worry to continue my role working from home with 2 young children being at home too.,,,,Not everything has to be rushed. And it is nice to not be busy. We are getting a lot of enjoyment from taking our time cooking and gardening.,,,4/15/2020 22:31:48,nc3s6mquw8afh9oq2mz3nc3s6mqnqwwu
TRUE,TRUE,"My little boy starts school this September, so it is allowing me to have quality time With him before the next chapter in his life",,,,I have learnt that keeping my mind and body active helps when dealing with worrying times and it’s somthing I now make sure happens everyday,,,4/16/2020 5:50:31,uwd1jbgtgjcuuwdno2s0nur3rhq9g0gn
TRUE,TRUE,It’s giving me quality time with my family and allowing me to do things I previously didn’t have time for.,,,,I could easily become a house husband 😁,,,4/16/2020 6:10:23,mnnf9h3npj67ipar3wamnnf9m1ai068i
TRUE,TRUE,"More with husband and kids, saving £",,,,I can actually cook a lot more healthy meals than I thought possible!,,,4/16/2020 6:41:25,pyndce6v2g7qob9pynq063m5utk1g8yc
TRUE,TRUE,"I recently moved into my first house, so I’m getting ample time to truly enjoy it!",,,,"I have been surprised to learn that I am a lot more patient than I think I am; I am also able to “go with the flow” more than I thought. I think because we don’t have a choice, there’s no point in resisting against the current situation. You just have to ride with it.",,,4/16/2020 6:47:04,64h7np7li0gsxfwhw4064qs8tuxxou17
FALSE,,,TRUE,TRUE,,,,"It’s encouraging to be part of the team working to keep the company going so that there are jobs for people to return to, it makes me more motivated to work harder as I feel I’m doing it for all those on furlough.",4/16/2020 7:28:38,z1qrg15fekrx820nkz1qjgkstd4plz99
TRUE,FALSE,,,,"I would say I was indifferent. Short term I see the immediate value as positive. Able to look after my girls whilst my partner is a key worker. I see the essential support it gives the business which is the most important part. 
Negatively however I have two parts. I like to be mentally stimulated and work with teams I enjoy what I do even when it’s at the most challenging points. Whilst it’s only two weeks in, the prospect of this continuing makes me feel uneasy. 
Also I ask the question of myself - ‘I was not essential’. Whilst it’s totally understandable and I was involved in the process, I still ask myself should I have done more in my role to be ‘essential’ previously and secondly what does that mean for the medium to more long term for me and my team given the looming economic downturn. 
I have time to think at points when I’m not teaching the kids or stopping them fighting - I think about the Job and company I really love but am I or many at risk staying in the sector we are in.",,"There isn’t anything to be honest, the communication has been very good from the business and there are some fantastic leaders doing some terrific work. I feel a little guilty or conflicted that I’m not part of it or couldn’t contribute more at the moment.",,4/16/2020 8:02:47,qgx2uicofe2sxfgjl2qgx2uic8y69m7h
FALSE,,,TRUE,TRUE,,,,"It was a close call! There is a lot more work to do, but things 'matter' more, so I feel like I'm making more of a difference. The addition of the extra work (and the lockdown) have thrown my work/life balance out of whack and I'm definitely under more stress, but overall slightly more positive than negative",4/16/2020 8:53:26,ncw6xr19ot9dwwzt3ncwxjr3al1zfbky
TRUE,TRUE,"We moved house at the start of lockdown (extremely stressful) so the time to settle into our new place and look after our two lovely little ones has been quite well timed for us. I do appreciate that this is happening within a tragic wider context and am fully cognisant of the implications for Holiday Extras, but understand and support the actions of the management and have faith that the company will emerge strongly after all this passes.",,,,No,,,4/16/2020 8:59:38,720ixt0j9axjt6orud5k720ixt31thlj
TRUE,TRUE,"I got an opportunity to work on my own projects, learn and be a bit more relaxed than on normal workdays.",,,,I can make decent pot desserts.,,,4/16/2020 9:14:50,n0pv0v4oquzuzlv942frggdpn0pv0v4u
TRUE,TRUE,"I wouldn't say I'm enjoying it, but the experience is, on balance, positive. Time to learn to skills and focus on 'me' is helpful, but less money + job uncertainty is a constant worry which negates any real enjoyment of the time",,,,Apparently I love to work!,,,4/16/2020 9:26:02,3pf7mnah37uxrzh8823pf7mrmmn40v5u
TRUE,TRUE,more time for self development and exploring other ventures/new hobbies,,,,"yes, taking time out helps to reflect",,,4/16/2020 9:30:28,92r8z5q2la4a7ytvr026t92r8zi98jwa
TRUE,FALSE,,,,I enjoy working so it’s hard to be told you cannot work.,,,,4/16/2020 9:32:57,acxtlcesfydw0c3iacyabuc2ddweoq9z
TRUE,FALSE,,,,My employer has still not been clear weather a furlough is possible for me. I have not signed any papers. Everything is up in the air. If not furloughed I am made redundant. They made me redundant before the furlough was a thing. And now I wait...,,Communication. If my employer just called me and told me everything that’s going on so that I can see it clearly for myself and knew what to do.,,4/16/2020 9:47:10,bmnst9fzle0sd00mwbmns3uty79bzyji
TRUE,FALSE,,,,"Stuck indoors, earning a lot less than what I would be otherwise. Delaying life.",,Access to forms of exercise other than running/body weight stuff,,4/16/2020 9:48:36,ib05q0fj8l2h8avtib05a7utsd6nxu8o
TRUE,TRUE,m,,,,m,,,4/16/2020 9:51:05,szvv20bgwzpi1xi9qszvvbwz9zv641hh
TRUE,TRUE,"Spending more quality time with the kids, plus having the time to pick up all the things I have put off (such as finishing a book I have been trying to read for the past couple of months!)",,,,After furlough I need to work on balancing things a bit more. It's a shame its taken something like this to show how unbalanced my life is / was,,,4/16/2020 10:05:27,3dh2zufrnacpd5e3dh2zu93914nxs64n
FALSE,,,TRUE,TRUE,,,,It's great to still be involved in the business and be part of a small caretaking team. I'm getting involved in things that wouldn't normally be part of my day to day role and I feel trusted by the business. It's also great to keep busy and the days are whizzing by!,4/16/2020 10:25:37,0s8bguogju3n31w9anyke5wmicb0s8bg
TRUE,TRUE,"learning new things, spending time with children",,,,don't think so,,,4/16/2020 10:33:01,nyt5hr0df3dmh7k7g954nyt5hr0d2gzt
FALSE,,,TRUE,TRUE,,,,"Its a bit of yes and no. No because I miss those who are furloughed. 
But yes because I'm proud (and prefer) to keep working to try and keep the company afloat and try and retain / gain back money from customers.",4/16/2020 10:58:58,nfi67zzhz16z3h0tlsnficjzbfy6ndef
TRUE,TRUE,"Good to take some time out, learn some new things and get perspective on things.",,,,need to not get as stressed at work.,,,4/16/2020 11:07:41,t8tbpm4lfpuf8e2zlrt8tbpm49vzbih0
TRUE,TRUE,Happy that financially will be ok for the furloughed period,,,,"Learned that I love being at work and working, realise that working gave me more sense of accomplishing something worth while which I miss now even though I furloughing has given opportunity to spend time with family and finish other things around the house that have been pending for a while.",,,4/16/2020 11:08:47,r86dnrwztw4uuwl3ynr86dnmav7hpd75
TRUE,TRUE,"I needed the time off to focus on other commitments, so this is allowing me to re-prioritise while still being paid",,,,I need to manage my time better,,,4/16/2020 11:20:43,ku0278wzz4fsrnqqt3ku027ucxtkuaet
TRUE,TRUE,"Initially, I wasn't feeling great about it as I really wanted to stay on and be part of the caretaker team along with my colleagues.  Seeing the effect that the virus had on the business was shocking and wanted to do what I could to help.  2 weeks in and I have started to adjust and I'm using my spare time positively",,,,"Yes, I don't need to go out and spend money all the time.  This time has really allowed me to adjust and think about what really is important",,,4/16/2020 11:48:41,yaz3fa889i60lxyifyaz3fk34x3qkans
TRUE,TRUE,Having time to myself and do things I have not got the chance to do before and spend time with my family,,,,I like to run and I do not like being bored. I like to be active and to always keep learning,,,4/16/2020 12:12:59,iwi5ygoa4e0790o0biwi5y27l79ek6gd
TRUE,TRUE,Spending time with family and also catching up on chores.,,,,I am stronger than I thought.,,,4/16/2020 12:43:04,1557l3q2lr96c3rt66221557l3qg0zr3
TRUE,TRUE,Opportunity to take stock of life and career position and where I want to be,,,,I am finding that I am still pretty resilient!,,,4/16/2020 12:44:19,vrus0mrz0wk3u7w8rthvrus0mrbd38yz
FALSE,,,TRUE,TRUE,,,,"I feel that I'm getting to speak to people I wouldn't normally get to work with and also get to hear how others are working on and what their focuses are. There are some negatives, I couldn't watch the video on workplace where people who are furloughed are having fun with their kids and family, I feel bad for saying it but I felt envious as I want to be doing that with my children. However, HX is my family and I will do what ever I can to keep us going",4/16/2020 12:56:29,csrdadak0com76csrdadtbx02fja4veu
TRUE,FALSE,,,,"The first time in my career I've not been working full-time, this feels like a stepping stone to redundancy rather than something temporary. CTO refers to a 6-month downturn in business revenue in an e-mail while CEO talks up summer trade, the mixed messaging creating more uncertainty if there will be redundancies to follow the furlough period..",,"A realistic update from leadership, what will happen if things don't pick up at the end of the furlough period, can we expect short time working, layoffs or redundancies?",,4/16/2020 13:07:20,e5k8rqqtnpo5c5lv70e5k8rqhm7ndlat
TRUE,TRUE,As the schools are closed and having to home school children it provides more time to concentrate on them and their education,,,,Yes I am very adaptable,,,4/16/2020 14:01:43,h5rzlqd64hsk8w4i86nh5rvjf0cc6rx7
TRUE,TRUE,"No work for 80% pay, lots of valuable family, personal time for hobbies/exercise, time to do those jobs I’ve always been too tired to do. I feel more balanced.",,,,"Nope, just confirmation that I am equally happy by myself/with family that I am around people & that I enjoy not working.",,,4/16/2020 14:07:17,36rt9ml424t36rt91mul52gbkjadxx1m
TRUE,TRUE,"I'm loving having the time and mental space to focus only on things I want to do - on hobbies, on time spent with family. It's like a glimpse into being retired!",,,,I've learned that I'm more resilient and resourceful than I thought I was.,,,4/16/2020 14:24:02,qtr07kucy07kcbqtr07k7z149qfbcj1j
TRUE,TRUE,Because it works out better than cutting hours and wages by 50%. It's also nice to have a bit of time to boost myself back up after the mad few weeks at work! Nice to know exactly how I'll be coping financially too,,,,That I like to keep positive by doing lots of new arty things,,,4/16/2020 14:48:09,yiss423zp6t5tv5yiss4eikk9wm8mpci
TRUE,TRUE,"I wanted to say somewhere between yes and no... But it feels like it's the least worst solution. It's better than redundancy, and better than reduced hours. But also it's frustrating not being able to contribute much useful to anything.",,,,"Not exactly new, but it reinforces the idea that I really benefit (in terms of productivity) from having some more structure in the day / week.",,,4/16/2020 15:06:41,58u0e2m1o20rw3sxvzwm15ay58u0e2mg
FALSE,,,FALSE,,,,,,4/16/2020 15:09:03,e7ers9kja1pw6e72oqi4fav60ydpu9v0
TRUE,FALSE,,,,"I enjoy working, it gives me a sense of purpose and allows me to interact with other people",,Being allowed to go back to work :D,,4/16/2020 15:22:05,kn4d993ohpap1bqpt0e5mkn4d90g8v7n
TRUE,TRUE,Getting jobs done at home,,,,no,,,4/16/2020 15:39:52,yfezsirp95gpwyizmyfezsiffyd8lfb8
TRUE,TRUE,I ve found ways to occupy myself - exercise- learning new skills - and staying in touch with family via whatsapp -but what matters most is discipline and structure - I wake up everyday and follow the same routine - and that fills my day,,,,Sooo much - how strong I am in myself,,,4/16/2020 16:27:09,8kosos1e94m4gx268n8konz2f89ia9pl
TRUE,TRUE,Time to focus on my children during this stressful time. Gives us time for for new opportunities,,,,Ive learnt to appreciate the smaller things in life,,,4/16/2020 16:28:20,bdgxnbv8felruw2bdgxnwrog5i43mwnw
TRUE,TRUE,"I'm enjoying having more time to spend at home, with my family and catching up on those household jobs that go ignored in a usual working week!",,,,I miss a routine on the other hand I'm becoming more organised at home and more adventurous with cooking new things,,,4/16/2020 16:48:14,zqz2awzbec2ce4soz404cczqz2awzqvg
FALSE,,,TRUE,TRUE,,,,The quality of the people chosen to work in the caretaker team and the well set up remote working,4/16/2020 17:41:00,80m3ycmtdo6f3u47r80m3ybwmybvyxyi
FALSE,,,TRUE,TRUE,,,,"Im quite luckily being in a smaller team, we have a close relationship which each other and all care about each others welfare. HX has been keeping us constantly in the loop about the situation and it is generally hard to watch Matt give his updates and seeing the affect it's having on him. We all care about the business and I want to make sure I do my part to see the whole team come back to us in June (hopefully)",4/16/2020 17:47:28,slf3hdh9wr1ydivdjjqjslf3pimlooe6
TRUE,TRUE,"It's given me an opportunity to do things at my own pace, rather than cramming it all into a normal day. Exercising, running, binge-watching a new series, baking, reading etc!",,,,I don't often make time to do things that I want to do and often I've realised I will quite often have work on my mind. This has given me an excuse to switch off (at least 90% of the time!),,,4/16/2020 18:16:38,y0v18iwg5kavtlla6rk3y0v111l5rw5y
TRUE,TRUE,A chance to get life to the right pace to support much needed headspace away from most of life's stresses,,,,Narrowing worries makes things easier to cope with.,,,4/16/2020 19:53:14,b72nlur73g0ib72n1ueufw5jnwfthb9a
TRUE,TRUE,"I'm only partially enjoying it.  The main advantage is having extra time to myself for my hobbies - but at the same time my anxiety levels are very high and I'm not making as much ""good use"" of my extra time as I would have liked",,,,That I can cope better in a major crisis than I previously thought,,,4/16/2020 20:20:02,qehuglvn8sza113kxzvbrqehuglvnupr
TRUE,FALSE,,,,No purpose,,Working towards something,,4/16/2020 23:09:44,aqarmd72q5xsxtaqarmix3jdtxm9o1ti
TRUE,FALSE,,,,"It's positive that I get to spend more time with my child before school starts for him in September, however it does not make me feel good to know I'm receiving payment from the government, I've never claimed for anything in my life so knowing that I'm sitting at home not working and being paid is not making me feel good.",,Unable to answer right now,,4/17/2020 7:22:09,kgexozj28sbup26kgex3nmlsxpkfvckc
TRUE,FALSE,,,,I fear for my job when/if we return so it's playing on my mind,,Just for Matt and the directors to keep being honest. If they need to down size the company in a few months then be honest with us rather then it be a nasty surprise.,,4/17/2020 12:54:42,p36giokmoawedjum1n5p36gio59q7d37
TRUE,FALSE,,,,"I'm an extrovert so working with people and communicating with them is a huge deal for me. I'm home schooling which is great to be with my child, but I miss the day to day conversation. 

I have worked since I was 14 years old. In particular with HX for 19 years and I love the company and really hope we can get through this.",,take me back :),,4/17/2020 12:57:31,ag5y0xxnm6e5ik695y2qag5y0xthw4zv
FALSE,,,TRUE,TRUE,,,,"I have a reason to get up every day and it keeps my mind occupied, otherwise I would be home completely on my own. It has made the bond within the team stronger than ever. I'm very lucky to have such a supportive team.",4/17/2020 13:02:20,5nvfvyx5ffyc2tu42kj5nvfvy0a9w6xt
TRUE,TRUE,"Quality time with the family.  Time to achieve things I never had the time, or energy, to achieve previously.",,,,Yes - I enjoy baking :),,,4/17/2020 14:37:54,i131g6vcmgf6a7aui10c2kcxutv5elq2
TRUE,TRUE,"I have been able to find the time to do things around the house that I have been putting off or just didn't have the time or energy to do.
I have also started some courses too to keep my mind occupied",,,,I have found that I have more patience than I thought and I can keep a motivated household from killing themselves with lots of ideas of things to do together,,,4/17/2020 15:03:03,pxsj4tla3wptztalwk8pxsj4tld8dr8d
FALSE,,,TRUE,TRUE,,,,"We’re all working really hard so we can bring everyone else back sooner, so we have a common goal. We also are the hardest working bunch. It’s heads down all the time. Then when we break to convene we’re all aware of how hard each of us have been working.",4/17/2020 20:13:25,sqd1x5dqeembvhwysqdvjdsq56yjnwso
TRUE,TRUE,I've been really productive and managed to make a lot of progress on jobs and tasks I've wanted to tackle for some time.,,,,"Not yet, it still feels very familiar to my usual way of life",,,4/17/2020 20:50:38,rwowdu5p9vjy7rbugzrwowrygu8zjw5i
TRUE,FALSE,,,,"Struggling to sleep, feel lonely and down. Hard not having a routine and not working.",,"Going back to work, I’ve been lucky and have been asked to come back which has helped massively!",,4/17/2020 20:51:11,s84cgrxucrom66hssh9wrs84cgrn79dz
TRUE,FALSE,,,,"I love being active and in touch with people and love love love the job I do. Miss seeing the team, the office, the cappuccino... Feel slightly useless sat at home not being able to help at a difficult time. Not having my happy place (which work is) has thrown me into a slight depressive mode... Also the fact that a worry remains for my entire work (and private) family... about the future and the sustainability of their&my position. The 80% pay are fantastic and having the time with my children is amazing, however I find the uncertainty about the future very unsettling.",,Reassurance that everything is going to remain the same (post COVID19) - but thats something nobody can guarantee right now - just like a cure for the Coronavirus! It is a great help to be in touch with colleagues (TL set a WhatsApp group todayyyy yayyyy) -we are all in the same boat (more or less) and can support each other greatly.,,4/17/2020 22:11:18,qfdicjj97r7u35ds7qfdicjqsnsogmnr
FALSE,,,TRUE,TRUE,,,,Focus and purpose remain,4/18/2020 7:49:03,ulnbhfkgy3jbvbnpj498nulnbhf83bnc
TRUE,TRUE,"I now have the time to landscape my garden, which otherwise would have taken a year or more over weekends. I have quality time to spend with my partner and my girls (cats!). However there are days when I stop and think about the situation and start to panic about the future and whether or not I'll have a job to come back to.",,,,I've learnt that I feel much happier in general when I've had a productive day.,,,4/18/2020 9:55:51,lb52oobodka87vzp7nbhwlb52oob899u
TRUE,TRUE,It's a strange feeling. I wouldn't say I'm ecstatic however I'm not not enjoying it. It's been nice to have time for myself and spend more time with my family. We have been on many walks and got to explore our neighbourhood so much more. I also have a sense of guilt though.,,,,No,,,4/18/2020 19:37:45,irmqu13hoyt175qz0677irmqu13hukk1
TRUE,TRUE,"Apart from actually catching Covid-19 and being ill since 1st April, this furlough state makes me confident that a job will still have my name on it at the end of all this. When I am recovered I plan to decorate a number of rooms, get fit again, enjoy my garden and see my husband more. It is a bizarre feeling to know that I am being paid for sitting on my bum!",,,,Mainly that Covid-19 is really horrid and I defo don't want it again. And that my sarky dark humour will see me through...but that isn't really new to me!!,,,4/18/2020 21:59:05,o3raika243lojs56ncnc0qte9gaojs56
TRUE,TRUE,Less stress (apart from food shopping) and spending time with family,,,,Nope,,,4/19/2020 8:26:56,r3j7vntx182f35c1kxr3j7vntvmvjcdp
TRUE,TRUE,Time to pause and reflect and learn something new,,,,Yes that I need to keep myself occupied and my mind stimulated,,,4/19/2020 9:10:33,ufzsklppeeqxgufzs7x9g47b97v3r7y0
TRUE,TRUE,"Slowe paced living and spending more time with my partner and dog. I am really appreciating the time I spend outside on dog walks more than ever before and discovering new walks closer to home. 
Also I feel, strangely, more connected to my friends and family - my theory is there are less distractions around resulting in giving and receiving everyone's undivided attention during video call catch ups. 
Learning to find beauty in everything you had taken for granted previously.",,,,"That I need to practice gratitude more often. 
I hope I continue to take time out to reflect and appreciate life when 'normal' returns.",,,4/19/2020 10:26:25,grqwywvdb9iyl82grqwele1iob48jdyd
TRUE,TRUE,"time with family, time to eat well and catch up on all the jobs we've always wanted to do",,,,no,,,4/19/2020 10:33:07,7bds9qy10oikktvh7bdsxcvyd3iggnvw
TRUE,TRUE,"After a week of working 
from home, trying to appear busy when there was clearly no work, furlough was a relief, as thoughts of redundancies where high in many of our heads. Being on furlough means I have time to learn. I've completed courses that will make me better when I return to work, and had time to dedicate to a book I'm writing, but never found the time to dedicate to before.",,,,"I quickly learnt that I hate working from home, and need the regular calls I still have with my colleagues. The freelance world would not be for me!",,,4/19/2020 11:00:54,n350vay4irw68kuai04t4nn350va4paa
TRUE,TRUE,Quality time with my children and husband that I would never normally of ever had if everything was normal.,,,,Sometimes I’m not very patient but I’ve learnt to be more patient and relaxed about things. At first I felt really stressed trying to juggle work and homeschool my children however being furloughed has taken that pressure off and made me be more relaxed and easy going.,,,4/19/2020 13:34:39,mpo4k9su2yw68h6mvmpo4k9bbbo50b9w
